Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	Epstein-Barr virus infection	31/202	1.444555e-17	3.481378e-15	0	0	8.594046e+00	3.332440e+02	CD40;TNFAIP3;CD3D;ICAM1;RELB;HLA-DMA;HLA-DMB;CCND2;CD19;PLCG2;HLA-DPA1;CR2;STAT1;DDX58;HLA-B;EIF2AK2;ISG15;HLA-A;RUNX3;NFKBIA;CXCL10;BTK;HLA-DPB1;FAS;HLA-DRA;NFKBIE;MAP3K14;HLA-DRB1;IRF9;HLA-DQB1;NFKBIB
GO_Biological_Process_2021	Cytokine-cytokine receptor interaction	36/295	6.776039e-17	8.165127e-15	0	0	6.640506e+00	2.472297e+02	CD40;EBI3;CXCR5;FASLG;CXCR6;CXCL13;CSF2RA;IL18RAP;CXCR3;CCL5;IL21R;TNFRSF17;CCL2;TNFRSF14;CCR5;CCL18;CCR2;CCR1;IL32;IL15RA;CCL23;CCL22;TNFSF14;IL10RB;IFNGR2;TNFRSF1B;CXCL10;IFNG;IL7;IL2RA;IL2RB;TNFSF9;FAS;LTB;IL7R;IL18R1
GO_Biological_Process_2021	Influenza A	28/172	1.135693e-16	9.123397e-15	0	0	9.163430e+00	3.364273e+02	ADAR;FASLG;ICAM1;HLA-DMA;HLA-DMB;CCL5;NLRP3;CCL2;HLA-DPA1;RSAD2;PRKCB;DDX58;STAT1;IFNGR2;MX2;MX1;EIF2AK2;NFKBIA;CXCL10;IFNG;HLA-DPB1;HLA-DRA;FAS;TLR7;HLA-DRB1;IRF9;NFKBIB;HLA-DQB1
GO_Biological_Process_2021	Hematopoietic cell lineage	22/99	2.439567e-16	1.469839e-14	0	0	1.331716e+01	4.787457e+02	CR2;ITGA4;FLT3LG;CD1E;CSF2RA;CD3D;HLA-DMA;HLA-DMB;CD8B;IL7;CD19;IL2RA;CD7;HLA-DPB1;HLA-DRA;CD38;CD14;IL7R;FCGR1A;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	Th1 and Th2 cell differentiation	21/92	6.572717e-16	3.168050e-14	0	0	1.375740e+01	4.809373e+02	STAT1;IFNGR2;CD3D;RUNX3;NFKBIA;HLA-DMA;HLA-DMB;IFNG;LCK;TBX21;IL2RA;IL2RB;STAT4;HLA-DPB1;HLA-DRA;NFKBIE;HLA-DRB1;LAT;HLA-DPA1;HLA-DQB1;NFKBIB
GO_Biological_Process_2021	Leishmaniasis	19/77	3.425558e-15	1.375932e-13	0	0	1.517479e+01	5.054345e+02	NCF1;ITGA4;NCF2;PRKCB;STAT1;IFNGR2;ITGB2;NFKBIA;HLA-DMA;HLA-DMB;IFNG;HLA-DPB1;HLA-DRA;PTPN6;FCGR1A;HLA-DRB1;HLA-DPA1;HLA-DQB1;NFKBIB
GO_Biological_Process_2021	Antigen processing and presentation	19/78	4.438125e-15	1.527983e-13	0	0	1.491682e+01	4.929793e+02	CD74;HLA-B;HLA-A;IFI30;CTSS;KIR2DL4;HLA-DMA;HLA-DMB;CD8B;IFNG;RFX5;PSME1;HLA-DPB1;HLA-DRA;KLRC1;HLA-DRB1;HLA-DPA1;HLA-DQB1;LGMN
GO_Biological_Process_2021	Tuberculosis	26/180	2.753084e-14	8.105573e-13	0	0	7.913859e+00	2.470981e+02	ITGB2;TCIRG1;CORO1A;CTSS;HLA-DMA;HLA-DMB;CLEC7A;MRC1;ITGAX;CD14;FCGR1A;HLA-DPA1;CD74;FCER1G;IL10RB;STAT1;IFNGR2;TLR1;IFNG;CD209;RFX5;HLA-DPB1;HLA-DRA;FCGR2B;HLA-DRB1;HLA-DQB1
GO_Biological_Process_2021	Allograft rejection	14/38	3.026977e-14	8.105573e-13	0	0	2.675117e+01	8.327273e+02	CD40;HLA-B;GZMB;FASLG;HLA-A;HLA-DMA;HLA-DMB;IFNG;HLA-DPB1;FAS;HLA-DRA;HLA-DRB1;HLA-DPA1;HLA-DQB1
GO_Biological_Process_2021	Viral protein interaction with cytokine and cytokine receptor	20/100	4.881688e-14	1.176487e-12	0	0	1.159524e+01	3.554022e+02	CCR1;CCL23;CCL22;TNFSF14;IL10RB;CXCR5;CXCL13;TNFRSF1B;CXCL10;IL18RAP;CCL5;CXCR3;IL2RA;IL2RB;CCL2;TNFRSF14;CCR5;CCL18;IL18R1;CCR2
