Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Valine, leucine and isoleucine degradation	8/48	1.410533e-04	2.077168e-02	0	0	6.025273e+00	5.342232e+01	MCCC2;ALDH3A2;HMGCL;ALDH6A1;IVD;ABAT;HADH;BCAT2
KEGG_2021_Human	Estrogen signaling pathway	14/137	1.499760e-04	2.077168e-02	0	0	3.446540e+00	3.034691e+01	ATF2;SHC2;ITPR1;HSPA2;ESR1;ADCY6;KRT19;ADCY9;CREB3L1;BCL2;RARA;PGR;TFF1;SOS2
KEGG_2021_Human	Peroxisome	10/82	3.152531e-04	2.910837e-02	0	0	4.190358e+00	3.378323e+01	ABCD4;HMGCL;SCP2;ACOX2;PEX11A;ACSL3;PEX1;SLC27A2;CRAT;DHRS4
KEGG_2021_Human	Insulin secretion	9/86	1.877061e-03	1.227751e-01	0	0	3.520008e+00	2.209878e+01	ATF2;PCLO;ADCY9;ABCC8;CREB3L1;KCNMA1;CACNA1D;ADCY6;RAPGEF4
KEGG_2021_Human	Parathyroid hormone synthesis, secretion and action	10/106	2.348769e-03	1.227751e-01	0	0	3.138856e+00	1.900221e+01	NR4A2;ATF2;SLC9A3R1;ADCY9;CREB3L1;MMP17;ITPR1;BCL2;GATA3;ADCY6
KEGG_2021_Human	Purine metabolism	11/129	3.229632e-03	1.227751e-01	0	0	2.810199e+00	1.611758e+01	NUDT9;ADCY9;CANT1;ENTPD3;GMPR2;IMPDH2;ENTPD6;AK1;NME3;NT5M;ADCY6
KEGG_2021_Human	MAPK signaling pathway	19/294	3.575647e-03	1.227751e-01	0	0	2.092029e+00	1.178567e+01	DUSP4;ATF2;MAP2K4;INSR;CACNA2D2;HSPB1;CACNA1D;HSPA2;IGF1R;IKBKB;EFNA1;PPM1A;ERBB3;ERBB4;RASA1;TAOK2;MAPT;SOS2;MAP4K3
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	12/150	3.631268e-03	1.227751e-01	0	0	2.622756e+00	1.473510e+01	ATF2;ADCY9;CREB3L1;TPM1;AGTR1;BCL2;CACNA2D2;CACNA1D;TNNI3;ADCY6;SLC9A1;RAPGEF4
KEGG_2021_Human	Glutamatergic synapse	10/114	3.989084e-03	1.227751e-01	0	0	2.896202e+00	1.599918e+01	GRIA2;SLC38A1;ADCY9;HOMER2;ITPR1;SLC1A2;CACNA1D;GLUL;SHANK2;ADCY6
KEGG_2021_Human	Cortisol synthesis and secretion	7/65	5.003698e-03	1.295364e-01	0	0	3.626893e+00	1.921375e+01	ATF2;ADCY9;CREB3L1;AGTR1;ITPR1;CACNA1D;ADCY6
KEGG_2021_Human	Chemical carcinogenesis	16/239	5.144046e-03	1.295364e-01	0	0	2.168108e+00	1.142575e+01	ATF2;GSTM2;GSTM1;CACNA1D;ESR1;ADCY6;SULT1A1;HPGDS;ADCY9;CYP2B6;CCND1;NAT1;CREB3L1;BCL2;PGR;SOS2
KEGG_2021_Human	Longevity regulating pathway	9/102	5.932237e-03	1.366410e-01	0	0	2.911996e+00	1.493083e+01	ATF2;ADCY9;CREB3L1;INSR;ULK1;HSPA2;ADCY6;IGF1R;APPL1
KEGG_2021_Human	Mitophagy	7/68	6.412752e-03	1.366410e-01	0	0	3.447985e+00	1.741049e+01	BECN1;FIS1;PINK1;NBR1;ULK1;AMBRA1;BCL2L1
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	4/26	9.305693e-03	1.727756e-01	0	0	5.448626e+00	2.548393e+01	PIGB;PIGT;PIGA;PIGH
KEGG_2021_Human	Hedgehog signaling pathway	6/56	9.356080e-03	1.727756e-01	0	0	3.602053e+00	1.682781e+01	CCND1;CSNK1A1;IQCE;BCL2;LRP2;BTRC
KEGG_2021_Human	Small cell lung cancer	8/92	1.005242e-02	1.740325e-01	0	0	2.862640e+00	1.316798e+01	IKBKB;CCND1;LAMB2;TRAF5;COL4A6;BCL2;COL4A5;BCL2L1
KEGG_2021_Human	Salivary secretion	8/93	1.069581e-02	1.742788e-01	0	0	2.828815e+00	1.283689e+01	CST2;CST1;ADCY9;KCNMA1;ITPR1;ADCY6;CST4;SLC9A1
KEGG_2021_Human	Prostate cancer	8/97	1.357687e-02	2.045050e-01	0	0	2.701117e+00	1.161315e+01	IKBKB;CCND1;CREB3L1;BCL2;PLAT;SOS2;IGF1R;NKX3-1
KEGG_2021_Human	Aldosterone synthesis and secretion	8/98	1.437789e-02	2.045050e-01	0	0	2.670966e+00	1.133041e+01	NR4A2;ATF2;ADCY9;CREB3L1;AGTR1;ITPR1;CACNA1D;ADCY6
KEGG_2021_Human	Pathways in cancer	27/531	1.481862e-02	2.045050e-01	0	0	1.623249e+00	6.836914e+00	CTBP2;ADCY6;IGF1R;IKBKB;FRAT1;CCND1;HES1;APPL1;NKX3-1;NQO1;GSTM2;GSTM1;EGLN2;LAMB2;MLH1;ESR1;BMP4;ADCY9;MSH3;TRAF5;AGTR1;RARA;BCL2;COL4A6;COL4A5;SOS2;BCL2L1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	9/119	1.550399e-02	2.045050e-01	0	0	2.459787e+00	1.024909e+01	ATF2;MAP2K4;SHC2;ADCY9;CREB3L1;ITPR1;CACNA1D;SOS2;ADCY6
