Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	Parkinson disease	18/249	2.004311e-03	5.351512e-01	0	0	2.271756e+00	1.411318e+01	NDUFB7;PSMD13;HTRA2;SDHC;UQCR10;PARK7;SDHB;UBE2L3;GNAI2;TXN2;PSMD8;KLC2;PSMD4;TH;PSMC4;MFN2;NDUFS2;ATF6
GO_Biological_Process_2021	Protein processing in endoplasmic reticulum	13/171	5.283646e-03	6.591283e-01	0	0	2.389691e+00	1.252948e+01	PRKCSH;SSR2;SSR3;UBE4B;RAD23A;HSPBP1;SEC61A2;DNAJC3;DNAJB2;DNAJB1;STT3A;UBXN4;ATF6
GO_Biological_Process_2021	Inositol phosphate metabolism	7/73	1.131409e-02	6.591283e-01	0	0	3.067317e+00	1.374682e+01	ISYNA1;INPP5A;PIP5K1A;PIP5K1C;SYNJ2;PI4KB;PLCH2
GO_Biological_Process_2021	Alzheimer disease	21/369	1.381923e-02	6.591283e-01	0	0	1.756571e+00	7.521101e+00	RTN3;FZD3;NDUFB7;PSMD13;PSEN2;FZD8;SDHC;UQCR10;ATG13;SDHB;PSMD8;APH1A;KLC2;PSMD4;PSMC4;ATG101;DVL1;NDUFS2;ATF6;HRAS;GAPDH
GO_Biological_Process_2021	Notch signaling pathway	6/59	1.411452e-02	6.591283e-01	0	0	3.271308e+00	1.393757e+01	APH1A;HDAC1;DVL1;PSEN2;DTX2;TLE6
GO_Biological_Process_2021	mRNA surveillance pathway	8/98	1.751172e-02	6.591283e-01	0	0	2.571362e+00	1.040086e+01	CPSF7;DAZAP1;RBM8A;FIP1L1;PABPN1;PPP2R2D;PPP2R5A;SMG7
GO_Biological_Process_2021	Nucleotide excision repair	5/47	2.034618e-02	6.591283e-01	0	0	3.436876e+00	1.338616e+01	DDB1;POLD2;ERCC2;RAD23A;GTF2H3
GO_Biological_Process_2021	Axon guidance	12/182	2.048139e-02	6.591283e-01	0	0	2.045777e+00	7.954471e+00	FZD3;SEMA6A;BMPR2;ARHGEF12;SMO;PDPK1;PLXNA2;PLXNB3;EPHA1;HRAS;EPHB4;GNAI2
GO_Biological_Process_2021	Glycolysis / Gluconeogenesis	6/67	2.501028e-02	6.591283e-01	0	0	2.841104e+00	1.047932e+01	LDHC;GPI;ENO1;ALDOA;ALDH7A1;GAPDH
GO_Biological_Process_2021	N-Glycan biosynthesis	5/50	2.590519e-02	6.591283e-01	0	0	3.207252e+00	1.171709e+01	DPAGT1;B4GALT3;ALG9;STT3A;ALG12
GO_Biological_Process_2021	Huntington disease	17/306	3.052455e-02	6.591283e-01	0	0	1.707138e+00	5.956586e+00	HIP1;NDUFB7;DCTN2;PSMD13;HDAC1;SDHC;UQCR10;AP2B1;ATG13;SDHB;PSMD8;KLC2;PSMD4;PSMC4;ATG101;NDUFS2;POLR2I
