Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	Salmonella infection	19/249	1.185196e-08	2.951139e-06	0	0	5.563081e+00	1.015305e+02	ARF1;MAP2K2;DCTN1;DCTN4;ARPC4;TRAF2;IRAK4;RHOA;RELA;DNM2;CYTH2;AKT1;PLEKHM2;RIPK1;PKN1;BAK1;TLR4;VPS39;MAP2K6
GO_Biological_Process_2021	Chronic myeloid leukemia	10/76	2.521426e-07	3.139175e-05	0	0	9.978646e+00	1.516083e+02	SMAD4;MAP2K2;TGFB1;CTBP1;ARAF;ABL1;AKT1;BAK1;CRK;RELA
GO_Biological_Process_2021	Yersinia infection	12/137	1.436067e-06	1.191935e-04	0	0	6.346054e+00	8.537729e+01	MAP2K2;AKT1;ARPC4;TRAF2;IRAK4;PKN1;CRK;TLR4;RHOA;RELA;MAP2K6;VAV2
GO_Biological_Process_2021	Human cytomegalovirus infection	15/225	2.308783e-06	1.437217e-04	0	0	4.749391e+00	6.164134e+01	PDIA3;MAP2K2;STAT3;TSC2;TRAF2;RHOA;RELA;CREB3;SP1;GNB2;AKT1;RIPK1;BAK1;CRK;MAP2K6
GO_Biological_Process_2021	Shigellosis	15/246	6.871254e-06	3.421884e-04	0	0	4.312974e+00	5.127334e+01	ARF1;ILK;ARPC4;TRAF2;RHOA;RELA;CYTH2;RRAGB;UBC;AKT1;RIPK1;CAPN1;TLR4;CRK;PPID
GO_Biological_Process_2021	Insulin signaling pathway	11/137	9.153674e-06	3.798775e-04	0	0	5.751323e+00	6.672314e+01	SOCS3;MAP2K2;PRKAR1A;FASN;ARAF;PRKAG1;TRIP10;AKT1;TSC2;CRK;PPP1CA
GO_Biological_Process_2021	Lipid and atherosclerosis	13/215	3.077509e-05	1.025548e-03	0	0	4.251888e+00	4.417203e+01	STAT3;CYBA;TRAF2;IRAK4;TANK;RHOA;RELA;VAV2;RXRB;AKT1;TLR4;CAMK2G;MAP2K6
GO_Biological_Process_2021	Hepatitis C	11/157	3.294934e-05	1.025548e-03	0	0	4.958397e+00	5.117333e+01	SOCS3;MAP2K2;CD81;STAT3;ARAF;AKT1;RIPK1;TRAF2;BAK1;RELA;YWHAH
GO_Biological_Process_2021	Hepatitis B	11/162	4.395881e-05	1.216194e-03	0	0	4.792985e+00	4.808446e+01	CREB3;SMAD4;MAP2K2;TGFB1;STAT3;ARAF;AKT1;IRAK4;TLR4;RELA;MAP2K6
GO_Biological_Process_2021	Adipocytokine signaling pathway	7/69	9.143892e-05	2.156868e-03	0	0	7.363091e+00	6.847556e+01	RXRB;SOCS3;STAT3;PRKAG1;AKT1;TRAF2;RELA
GO_Biological_Process_2021	Neurotrophin signaling pathway	9/119	9.528333e-05	2.156868e-03	0	0	5.358407e+00	4.961164e+01	MAP2K2;ARHGDIA;ABL1;AKT1;IRAK4;CRK;CAMK2G;RHOA;RELA
GO_Biological_Process_2021	Vibrio cholerae infection	6/50	1.141763e-04	2.227629e-03	0	0	8.871764e+00	8.053581e+01	SEC61A1;ARF1;ATP6V0B;KDELR1;ATP6V0C;ATP6V1F
GO_Biological_Process_2021	Human immunodeficiency virus 1 infection	12/212	1.163019e-04	2.227629e-03	0	0	3.951081e+00	3.579411e+01	PDIA3;MAP2K2;GNB2;AKT1;RIPK1;TRAF2;IRAK4;BAK1;TLR4;CRK;RELA;MAP2K6
GO_Biological_Process_2021	Endocytosis	13/252	1.545234e-04	2.604375e-03	0	0	3.586824e+00	3.147497e+01	SH3GLB2;ARF1;ARPC4;ASAP1;AP2A2;RHOA;IGF2R;DNM2;CYTH2;SNX2;HGS;CHMP1B;GIT1
GO_Biological_Process_2021	Cellular senescence	10/156	1.568901e-04	2.604375e-03	0	0	4.492507e+00	3.935421e+01	MAP2K2;TGFB1;RBBP4;AKT1;TSC2;CAPN1;PPID;RELA;MAP2K6;PPP1CA
GO_Biological_Process_2021	Pancreatic cancer	7/76	1.690505e-04	2.630848e-03	0	0	6.613751e+00	5.744250e+01	SMAD4;TGFB1;STAT3;ARAF;AKT1;BAK1;RELA
GO_Biological_Process_2021	Necroptosis	10/159	1.833328e-04	2.685287e-03	0	0	4.401378e+00	3.787037e+01	GLUD1;GLUD2;CHMP1B;STAT3;RIPK1;TRAF2;CAPN1;TLR4;CAMK2G;PPID
GO_Biological_Process_2021	Toll-like receptor signaling pathway	8/104	2.068579e-04	2.861534e-03	0	0	5.443333e+00	4.617840e+01	MAP2K2;TOLLIP;AKT1;RIPK1;IRAK4;TLR4;RELA;MAP2K6
GO_Biological_Process_2021	Pathogenic Escherichia coli infection	11/197	2.504821e-04	3.282634e-03	0	0	3.884110e+00	3.220752e+01	CYTH2;ARF1;ABL1;RIPK1;ARPC4;TRAF2;IRAK4;BAK1;TLR4;RHOA;RELA
GO_Biological_Process_2021	Insulin resistance	8/108	2.681311e-04	3.338232e-03	0	0	5.224533e+00	4.296674e+01	SOCS3;CREB3;NR1H2;STAT3;PRKAG1;AKT1;RELA;PPP1CA
GO_Biological_Process_2021	TNF signaling pathway	8/112	3.435077e-04	4.073020e-03	0	0	5.022564e+00	4.006148e+01	RPS6KA4;SOCS3;CREB3;AKT1;RIPK1;TRAF2;RELA;MAP2K6
GO_Biological_Process_2021	Colorectal cancer	7/86	3.645642e-04	4.126204e-03	0	0	5.773624e+00	4.570867e+01	SMAD4;MAP2K2;TGFB1;ARAF;AKT1;BAK1;RHOA
GO_Biological_Process_2021	Pathways of neurodegeneration	18/475	4.411757e-04	4.663939e-03	0	0	2.612465e+00	2.018408e+01	MAP2K2;CSNK2A1;DCTN1;DCTN4;NDUFA10;ARAF;TRAF2;UBE2G2;TANK;RELA;PSMC3;UBC;DVL3;CAPN1;BAK1;CAMK2G;PPID;MAP2K6
GO_Biological_Process_2021	PD-L1 expression and PD-1 checkpoint pathway in cancer	7/89	4.495362e-04	4.663939e-03	0	0	5.561543e+00	4.286445e+01	MAP2K2;CSNK2A1;STAT3;AKT1;TLR4;RELA;MAP2K6
GO_Biological_Process_2021	Tuberculosis	10/180	4.946074e-04	4.926289e-03	0	0	3.853533e+00	2.933212e+01	FCGR3A;ATP6V0B;TGFB1;AKT1;IRAK4;ATP6V0C;TLR4;CAMK2G;RHOA;RELA
GO_Biological_Process_2021	Vasopressin-regulated water reabsorption	5/44	5.566733e-04	5.331217e-03	0	0	8.315562e+00	6.231293e+01	CREB3;DCTN1;DCTN4;ARHGDIA;STX4
GO_Biological_Process_2021	Pathways in cancer	19/531	6.200163e-04	5.717928e-03	0	0	2.462830e+00	1.818988e+01	SMAD4;TGFB1;MAP2K2;CTBP1;STAT3;ARAF;VEGFB;TRAF2;RHOA;RELA;RXRB;SP1;GNB2;ABL1;AKT1;DVL3;BAK1;CRK;CAMK2G
GO_Biological_Process_2021	Fc gamma R-mediated phagocytosis	7/97	7.550802e-04	6.714820e-03	0	0	5.065116e+00	3.641153e+01	FCGR3A;AKT1;ARPC4;ASAP1;CRK;DNM2;VAV2
GO_Biological_Process_2021	Osteoclast differentiation	8/127	7.943011e-04	6.796215e-03	0	0	4.386106e+00	3.130824e+01	SOCS3;FCGR3A;TGFB1;AKT1;CYBA;TRAF2;RELA;MAP2K6
GO_Biological_Process_2021	Lysosome	8/128	8.361555e-04	6.796215e-03	0	0	4.349333e+00	3.082240e+01	AP4M1;ATP6V0B;HYAL2;NEU1;SLC17A5;LIPA;ATP6V0C;IGF2R
GO_Biological_Process_2021	Non-small cell lung cancer	6/72	8.461151e-04	6.796215e-03	0	0	5.907887e+00	4.179744e+01	RXRB;MAP2K2;STAT3;ARAF;AKT1;BAK1
GO_Biological_Process_2021	Glioma	6/75	1.049365e-03	8.165370e-03	0	0	5.650158e+00	3.875766e+01	MAP2K2;ARAF;AKT1;BAK1;CAMK1;CAMK2G
GO_Biological_Process_2021	Focal adhesion	10/201	1.155876e-03	8.568204e-03	0	0	3.426157e+00	2.317075e+01	VEGFB;ZYX;AKT1;ILK;ITGB6;CRK;RHOA;ARHGAP35;VAV2;PPP1CA
GO_Biological_Process_2021	Epstein-Barr virus infection	10/202	1.199899e-03	8.568204e-03	0	0	3.408138e+00	2.292149e+01	PDIA3;PSMC3;STAT3;AKT1;RIPK1;TRAF2;IRAK4;BAK1;RELA;MAP2K6
GO_Biological_Process_2021	Leishmaniasis	6/77	1.204366e-03	8.568204e-03	0	0	5.490439e+00	3.690565e+01	FCGR3A;TGFB1;CYBA;IRAK4;TLR4;RELA
GO_Biological_Process_2021	Synaptic vesicle cycle	6/78	1.288146e-03	8.909676e-03	0	0	5.413907e+00	3.602712e+01	NAPA;ATP6V0B;AP2A2;ATP6V0C;DNM2;ATP6V1F
GO_Biological_Process_2021	Proteoglycans in cancer	10/205	1.340250e-03	8.972516e-03	0	0	3.355188e+00	2.219423e+01	MAP2K2;TGFB1;STAT3;ARAF;AKT1;TLR4;CAMK2G;RHOA;VAV2;PPP1CA
GO_Biological_Process_2021	Protein processing in endoplasmic reticulum	9/171	1.369300e-03	8.972516e-03	0	0	3.628763e+00	2.392609e+01	PDIA3;SEC61A1;EDEM1;TRAF2;CAPN1;BAK1;UBE2G2;P4HB;DDOST
GO_Biological_Process_2021	Toxoplasmosis	7/112	1.751953e-03	1.118554e-02	0	0	4.338206e+00	2.753470e+01	TGFB1;STAT3;AKT1;IRAK4;TLR4;RELA;MAP2K6
GO_Biological_Process_2021	Human papillomavirus infection	13/331	1.969600e-03	1.145928e-02	0	0	2.684810e+00	1.672616e+01	ATP6V0B;MAP2K2;TSC2;RFNG;RELA;CREB3;TADA3;AKT1;DVL3;ITGB6;BAK1;ATP6V0C;ATP6V1F
GO_Biological_Process_2021	Endometrial cancer	5/58	1.971477e-03	1.145928e-02	0	0	6.114640e+00	3.808792e+01	MAP2K2;ARAF;ILK;AKT1;BAK1
GO_Biological_Process_2021	ErbB signaling pathway	6/85	2.005729e-03	1.145928e-02	0	0	4.932434e+00	3.063903e+01	MAP2K2;ARAF;ABL1;AKT1;CRK;CAMK2G
GO_Biological_Process_2021	NOD-like receptor signaling pathway	9/181	2.023984e-03	1.145928e-02	0	0	3.416038e+00	2.118862e+01	CYBA;RIPK1;TRAF2;IRAK4;PKN1;TLR4;TANK;RHOA;RELA
GO_Biological_Process_2021	Regulation of actin cytoskeleton	10/218	2.111337e-03	1.145928e-02	0	0	3.143392e+00	1.936466e+01	MAP2K2;ARAF;ARPC4;ITGB6;CRK;GIT1;RHOA;ARHGAP35;VAV2;PPP1CA
GO_Biological_Process_2021	MAPK signaling pathway	12/294	2.116064e-03	1.145928e-02	0	0	2.790397e+00	1.718381e+01	RPS6KA4;MAP2K2;TGFB1;RASA2;ARAF;VEGFB;AKT1;TRAF2;IRAK4;CRK;RELA;MAP2K6
GO_Biological_Process_2021	Phospholipase D signaling pathway	8/148	2.116976e-03	1.145928e-02	0	0	3.724190e+00	2.293270e+01	CYTH2;ARF1;MAP2K2;AKT1;TSC2;AGPAT2;RHOA;DNM2
GO_Biological_Process_2021	Gastric cancer	8/149	2.207899e-03	1.169717e-02	0	0	3.697589e+00	2.261339e+01	RXRB;SMAD4;MAP2K2;TGFB1;ARAF;AKT1;DVL3;BAK1
GO_Biological_Process_2021	D-Glutamine and D-glutamate metabolism	2/5	2.292454e-03	1.189211e-02	0	0	4.289542e+01	2.607241e+02	GLUD1;GLUD2
GO_Biological_Process_2021	Growth hormone synthesis, secretion and action	7/119	2.473776e-03	1.244595e-02	0	0	4.065615e+00	2.440186e+01	SOCS3;CREB3;MAP2K2;STAT3;AKT1;CRK;MAP2K6
GO_Biological_Process_2021	Phagosome	8/152	2.499187e-03	1.244595e-02	0	0	3.620000e+00	2.169028e+01	SEC61A1;FCGR3A;ATP6V0B;HGS;CYBA;ATP6V0C;TLR4;ATP6V1F
GO_Biological_Process_2021	mTOR signaling pathway	8/154	2.709518e-03	1.322883e-02	0	0	3.570046e+00	2.110248e+01	MAP2K2;RRAGB;MAPKAP1;AKT1;TSC2;DVL3;RHOA;ATP6V1F
GO_Biological_Process_2021	Kaposi sarcoma-associated herpesvirus infection	9/193	3.115976e-03	1.492073e-02	0	0	3.191290e+00	1.841761e+01	MAP2K2;GNB2;STAT3;UBC;AKT1;TRAF2;BAK1;RELA;MAP2K6
GO_Biological_Process_2021	Coronavirus disease	10/232	3.305719e-03	1.553064e-02	0	0	2.943044e+00	1.681096e+01	RPS14;ACE;RPL10;STAT3;IRAK4;RPL29;RPL18;TLR4;RSL24D1;RELA
GO_Biological_Process_2021	Acute myeloid leukemia	5/67	3.714743e-03	1.712909e-02	0	0	5.224635e+00	2.923416e+01	MAP2K2;STAT3;ARAF;AKT1;RELA
GO_Biological_Process_2021	Relaxin signaling pathway	7/129	3.877814e-03	1.755592e-02	0	0	3.730461e+00	2.071333e+01	CREB3;MAP2K2;TGFB1;GNB2;VEGFB;AKT1;RELA
GO_Biological_Process_2021	Mitophagy	5/68	3.960046e-03	1.757093e-02	0	0	5.141443e+00	2.843989e+01	CSNK2A1;SP1;UBC;TBC1D17;RELA
GO_Biological_Process_2021	Renal cell carcinoma	5/69	4.216718e-03	1.757093e-02	0	0	5.060850e+00	2.767626e+01	MAP2K2;TGFB1;ARAF;AKT1;CRK
GO_Biological_Process_2021	FoxO signaling pathway	7/131	4.219350e-03	1.757093e-02	0	0	3.669917e+00	2.006738e+01	SMAD4;MAP2K2;TGFB1;STAT3;ARAF;PRKAG1;AKT1
GO_Biological_Process_2021	Wnt signaling pathway	8/166	4.277533e-03	1.757093e-02	0	0	3.296878e+00	1.798242e+01	TLE3;SMAD4;CSNK2A1;TBL1XR1;CTBP1;DVL3;CAMK2G;RHOA
GO_Biological_Process_2021	Diabetic cardiomyopathy	9/203	4.342172e-03	1.757093e-02	0	0	3.025239e+00	1.645543e+01	ACE;TGFB1;SP1;NDUFA10;AKT1;CYBA;CAMK2G;RELA;PPP1CA
GO_Biological_Process_2021	Viral carcinogenesis	9/203	4.342172e-03	1.757093e-02	0	0	3.025239e+00	1.645543e+01	CREB3;STAT3;RASA2;TRAF2;BAK1;RHOA;RELA;MAD1L1;YWHAH
GO_Biological_Process_2021	Epithelial cell signaling in Helicobacter pylori infection	5/70	4.485043e-03	1.757093e-02	0	0	4.982737e+00	2.694169e+01	ATP6V0B;ATP6V0C;GIT1;RELA;ATP6V1F
GO_Biological_Process_2021	Prolactin signaling pathway	5/70	4.485043e-03	1.757093e-02	0	0	4.982737e+00	2.694169e+01	SOCS3;MAP2K2;STAT3;AKT1;RELA
GO_Biological_Process_2021	AGE-RAGE signaling pathway in diabetic complications	6/100	4.516222e-03	1.757093e-02	0	0	4.142173e+00	2.236806e+01	SMAD4;TGFB1;STAT3;VEGFB;AKT1;RELA
GO_Biological_Process_2021	Chagas disease	6/102	4.973588e-03	1.905267e-02	0	0	4.055464e+00	2.150861e+01	ACE;TGFB1;AKT1;IRAK4;TLR4;RELA
GO_Biological_Process_2021	NF-kappa B signaling pathway	6/104	5.464084e-03	2.061450e-02	0	0	3.972294e+00	2.069390e+01	CSNK2A1;RIPK1;TRAF2;IRAK4;TLR4;RELA
GO_Biological_Process_2021	Measles	7/139	5.817416e-03	2.161995e-02	0	0	3.446089e+00	1.773667e+01	CSNK2A1;STAT3;AKT1;IRAK4;BAK1;TLR4;RELA
GO_Biological_Process_2021	Parathyroid hormone synthesis, secretion and action	6/106	5.989066e-03	2.193055e-02	0	0	3.892450e+00	1.992086e+01	RXRB;CREB3;SP1;ARAF;MEF2D;RHOA
GO_Biological_Process_2021	Apoptosis	7/142	6.520433e-03	2.353026e-02	0	0	3.368992e+00	1.695551e+01	MAP2K2;AKT1;RIPK1;TRAF2;CAPN1;BAK1;RELA
GO_Biological_Process_2021	Bacterial invasion of epithelial cells	5/77	6.713132e-03	2.387957e-02	0	0	4.496700e+00	2.250009e+01	ILK;ARPC4;CRK;RHOA;DNM2
GO_Biological_Process_2021	HIF-1 signaling pathway	6/109	6.844162e-03	2.400277e-02	0	0	3.778499e+00	1.883340e+01	MAP2K2;STAT3;AKT1;TLR4;CAMK2G;RELA
GO_Biological_Process_2021	B cell receptor signaling pathway	5/81	8.285252e-03	2.865316e-02	0	0	4.259163e+00	2.041535e+01	MAP2K2;CD81;AKT1;RELA;VAV2
GO_Biological_Process_2021	PI3K-Akt signaling pathway	12/354	9.105355e-03	3.105799e-02	0	0	2.293741e+00	1.077804e+01	CREB3;MAP2K2;GNB2;CDC37;VEGFB;AKT1;TSC2;PKN1;ITGB6;TLR4;RELA;YWHAH
GO_Biological_Process_2021	Oxytocin signaling pathway	7/154	9.976915e-03	3.357097e-02	0	0	3.092074e+00	1.424667e+01	MAP2K2;PRKAG1;CAMK1;EEF2;CAMK2G;RHOA;PPP1CA
GO_Biological_Process_2021	Non-alcoholic fatty liver disease	7/155	1.031543e-02	3.424723e-02	0	0	3.071025e+00	1.404722e+01	SOCS3;TGFB1;NDUFA10;PRKAG1;AKT1;TRAF2;RELA
GO_Biological_Process_2021	AMPK signaling pathway	6/120	1.074228e-02	3.519509e-02	0	0	3.411990e+00	1.546849e+01	CREB3;FASN;PRKAG1;AKT1;TSC2;EEF2
GO_Biological_Process_2021	Ribosome	7/158	1.138116e-02	3.680402e-02	0	0	3.009549e+00	1.347013e+01	RPS14;MRPS15;RPL10;RPL29;MRPS7;RPL18;RSL24D1
GO_Biological_Process_2021	Notch signaling pathway	4/59	1.292717e-02	4.126752e-02	0	0	4.697847e+00	2.042823e+01	TLE3;CTBP1;DVL3;RFNG
GO_Biological_Process_2021	Small cell lung cancer	5/92	1.388548e-02	4.376563e-02	0	0	3.718562e+00	1.590396e+01	RXRB;AKT1;TRAF2;BAK1;RELA
GO_Biological_Process_2021	Rheumatoid arthritis	5/93	1.449507e-02	4.511590e-02	0	0	3.676118e+00	1.556449e+01	ATP6V0B;TGFB1;ATP6V0C;TLR4;ATP6V1F
GO_Biological_Process_2021	Hepatocellular carcinoma	7/168	1.551042e-02	4.768018e-02	0	0	2.821176e+00	1.175370e+01	SMAD4;MAP2K2;TGFB1;ARAF;AKT1;DVL3;BAK1
GO_Biological_Process_2021	Non-homologous end-joining	2/13	1.648422e-02	5.005575e-02	0	0	1.169400e+01	4.800798e+01	XRCC4;LIG4
GO_Biological_Process_2021	Prostate cancer	5/97	1.711246e-02	5.133739e-02	0	0	3.515569e+00	1.430115e+01	CREB3;MAP2K2;ARAF;AKT1;RELA
GO_Biological_Process_2021	Influenza A	7/172	1.742744e-02	5.165992e-02	0	0	2.752220e+00	1.114569e+01	SOCS3;MAP2K2;AKT1;IRAK4;BAK1;TLR4;RELA
GO_Biological_Process_2021	Inflammatory bowel disease	4/65	1.790803e-02	5.246000e-02	0	0	4.234469e+00	1.703318e+01	TGFB1;STAT3;TLR4;RELA
